;tweetid;emoji;stance;emotion;toxic_multi
5387;1422191797925781511;['🤔'];deny;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5388;1425846797356859392;['🌋'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5389;1439637833006915585;['👏'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5390;1441735274879492107;['♻️', '📗', '💚'];believe;[1, 0, 0, 1, 1, 1, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5391;1446188352265408512;['🐦'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5392;1424652210919464960;['😭', '😡', '💯'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5393;1428021748893634568;['♻️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5394;1425748764208386051;['😎'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5395;1428252749188190214;['🌍'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5396;1420994657291407365;['🌍'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5398;1453195602607710208;['🚨'];deny;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5399;1429734944696320000;['⬇️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5400;1444214857247588355;['🇧🇩'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5401;1421904542149525508;['🥶', '🍂', '🍁', '🧣'];ambiguous;[1, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5402;1421100300539203588;['💚'];believe;[0, 0, 0, 1, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5405;1430091183292747776;['🇬🇧'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5406;1422242058799038475;['⬇️'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5407;1422271673584267266;['🛑'];believe;[1, 0, 1, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5409;1428613251173126148;['☎️'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5410;1433899712453697541;['💦'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5412;1438995549357707271;['🌎'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5413;1432645061259399172;['🦘'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5416;1435274315050766337;['👏'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 0, 1, 1, 0]
5417;1432704953932451846;['👆'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5418;1523716090203111424;['🤔'];deny;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5420;1424790528055447552;['🚯'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5421;1421727396068163585;['✨', '♻️', '🌳'];believe;[0, 1, 0, 0, 0, 0, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5424;1433406882400583681;['⬇️', '🎧'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5427;1503761287934840834;['🌎', '🤔'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5429;1432152065585729543;['👇'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5430;1440767120808181766;['🌎'];believe;[0, 0, 1, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5431;1446382356022112261;['🌏', '🌳'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5433;1431676717366657032;['🔥'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5434;1428340981145821186;['🔥'];ambiguous;[1, 0, 1, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5435;1431194808878604288;['😎'];ambiguous;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5438;1436322200307568641;['📰'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5439;1428999256816377863;['👍', '👏'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5441;1433479988435722255;['✅'];ambiguous;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5442;1439501898361421826;['😇', '☔', '🌧'];believe;[0, 1, 0, 1, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5444;1427432674046611458;['😂'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5445;1425069785193275394;['😡'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5446;1423544576338452480;['🌰', '💚'];ambiguous;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 1, 0, 0, 0, 0, 0]
5447;1430868087319015434;['🍻', '🍕'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5448;1435930997107929092;['📚'];believe;[0, 0, 0, 1, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5449;1424778170608328706;['⏰', '🌍'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5450;1432698844983201808;['❗'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5452;1442903178333278208;['🌎', '📊'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5453;1425083431822798853;['🌎'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5454;1445412943525515265;['☁', '🌍', '😎'];believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5455;1469871932124368898;['🤬', '😡'];deny;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5459;1440983968074149891;['🌎', '✅'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5460;1557357491247251457;['🤣'];deny;[1, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5461;1434544849420750851;['👇'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5463;1425103138659323904;['🏜', '🌵'];ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5464;1422969329231056898;['🇨🇦', '🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f'];ambiguous;[0, 0, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5465;1439844089168596995;['⬇️'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5466;1425600453492891653;['🙌'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5467;1443578716022476801;['🙏🏽'];believe;[1, 0, 1, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5468;1437192425118785536;['🙌'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5470;1434276882745233409;['💚'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5472;1433512648235229184;['🌾', '🏥'];believe;[0, 0, 0, 1, 0, 1, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5473;1428923460999290882;['👌'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5474;1420777629557436416;['❤️', '👏'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5475;1445837308050116609;['🌧', '😬'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5477;1421487475223056386;['🌍', '🛶'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5478;1438796188036239362;['👇'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5479;1433531940859256832;['✨'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5481;1442126947283357697;['💪'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5482;1442479921763393537;['❗'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5484;1439865576718016524;['⭐'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5487;1569726521518206976;['🤝'];deny;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5488;1446573330010722311;['📣'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5489;1522573401503768576;['🤭'];deny;[1, 0, 1, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5490;1457654752276369413;['✅'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5491;1429374350277300225;['🇮🇳'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5492;1426292292151697408;['🤣', '🌎', '🔥'];ambiguous;[0, 0, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5496;1442409357912645640;['🦟', '🌡️'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5497;1433267216892370951;['👏🏽'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5498;1430395770583277569;['🔷', '\U0001f7e2'];ambiguous;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5499;1423433688340221959;['🐮'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5500;1432859301438238723;['👋'];believe;[0, 1, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5502;1426150574618198017;['♻', '☕', '\U0001f9c3'];believe;[1, 0, 0, 1, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5503;1442793707103653892;['🤝'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5506;1426190217749442561;['🌎'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5507;1422476813369028612;['🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5508;1440589170435506180;['✅'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5509;1445666977326907399;['☀️'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5512;1423689258066321413;['🇬🇷'];believe;[1, 0, 0, 0, 0, 0, 0, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5513;1423579261584089092;['🇬🇷'];believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
5514;1457872121057660928;['🌻', '😉'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5519;1439614251337928706;['⚽', '🌍', '🌱'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5520;1425099014689730569;['🙄'];ambiguous;[1, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5521;1432671739306201088;['👇', '😬'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5523;1426092421495115779;['🌍', '🥦'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5524;1442563046660997128;['📅', '🎙'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5525;1425375872446459912;['🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5526;1438660401579839492;['➡️'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5527;1440375749572136960;['👍', '💡', '🚀'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5530;1420822240116056064;['❤️', '👏'];ambiguous;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5531;1443885236497027085;['☺️'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5532;1426114404890853384;['🇬🇧', '🥇'];ambiguous;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5534;1440686504204902402;['🔗'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5535;1439902393911627779;['🌏'];believe;[0, 1, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5539;1440744905245032452;['🛢'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5542;1443512366310830081;['😭'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5543;1441471820549353483;['💥'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5544;1423720992006983681;['➡️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5546;1425803395588186124;['✨', '❤'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5547;1426559240924061700;['⏰', '🌍', '🔥'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5548;1434950891417870341;['💳'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5550;1440108781564690432;['🍃'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5551;1423750138858774529;['⚡', '🇺🇸', '🌎'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5552;1421005659403919361;['🇸🇴'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5555;1438776311208714245;['🌍', '🌧', '😎'];believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5556;1427484903159975936;['🎉'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5557;1446191999728726022;['🙏'];believe;[0, 0, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5558;1423305941395591172;['💚'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5559;1430671056650506240;['🍊', '🧵'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5560;1420947383370665986;['🎨', '🌎'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5562;1440776166583848963;['👇'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5563;1429931706207940608;['💪', '🍀'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5565;1431499756501565442;['🌏', '🌳'];ambiguous;[1, 1, 1, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5568;1431303528966811653;['🗽'];believe;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5569;1443237329322270720;['👇', '🤡'];deny;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5571;1442804578676875268;['🇩🇪'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5572;1432606565761110022;['🎉'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5574;1427907813326704646;['😬', '😃'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5576;1432560729157103619;['🤣'];believe;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];[0, 0, 1, 0, 0, 0, 0, 0]
5577;1429039357881692166;['👇'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5579;1434584016422850567;['🚀', '😎'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5580;1435930446718713859;['🔥'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5582;1429338433479081991;['🎉', '🎊'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5584;1429599500495118339;['🌍', '💉'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5585;1443548779190362115;['🇳🇱'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5586;1445317637026758656;['💙', '👇🏽'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5587;1429954321676857389;['🔋', '\U0001f6d5'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5588;1423729673184301058;['🇬🇷', '🌎', '🆘'];believe;[1, 0, 1, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5589;1439579446038745092;['💪'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5590;1435496673505992706;['😃'];believe;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5591;1432434204881555457;['👏'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5593;1438436576455966720;['📣'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5597;1438092697013784577;['📸'];believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5600;1438928956976214024;['🌍', '🔥'];ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5601;1442533362061778949;['💚', '🌱'];believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5602;1430081375798013952;['🔑'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5603;1436956583494176772;['🌍'];believe;[1, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5605;1430889048281960449;['🌎'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5606;1433711461373599744;['🌍'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5607;1429736220909834242;['🌳'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5609;1424338999192264707;['🙄', '🤔'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5610;1438106661609250819;['🌍', '🌱'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5611;1424687366602641409;['🌍'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0, 0]
5612;1445828414469025797;['➡️'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5614;1438967693760204803;['🌎', '🔥'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5615;1427946293700276226;['✅', '📚'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5616;1433731629852266496;['🌊', '🌍', '📆'];ambiguous;[0, 1, 1, 1, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5617;1440987567864770560;['🐌', '👇🏽'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5618;1437722827751297025;['🌍'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5619;1446155697608081411;['⤵', '🌎', '🎣'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5620;1428953545194102787;['🆘'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5621;1424355557041971205;['🎥'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5623;1439959133588004865;['🐱', '🎖', '🎁'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5624;1434706116441559042;['🌎'];believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5625;1422654527011008514;['❤️'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5626;1431221507716526085;['🇬🇧'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5629;1424689887098376194;['🇬🇧', '🇪🇪'];ambiguous;[1, 0, 0, 1, 0, 0, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5630;1433889474518282241;['🚨'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5631;1420992600450822144;['🤣'];ambiguous;[1, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5632;1442385769079967744;['🌊', '📢'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5634;1498539383619735553;['🥴'];deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5635;1425277488805171206;['🥺', '🌪'];believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5636;1429297274010619905;['‼️'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5638;1429925980118781964;['💚'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5639;1428718280647315467;['🌍'];ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5640;1439873115572613120;['💥'];believe;[1, 1, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5643;1428615666244915205;['🇿🇼'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5644;1426859971292041220;['🎧'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5645;1440151045993156615;['™'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
